id;Piece ID;image_url;xml_url;lyrics_xml;lyrics_length;lyrics-gpt-4o-2024-05-1_try_1;lyrics-cogvlm_try_1;lyrics-cpm_v2_5_llama3_try_1;;
15;M02-025;https://musicatradicional.eu/sites/default/files/images/mision_m02/25_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-025.xml;Fernandito se pasea Fernandito se pasea por las orillas del mar  por las orillas del mar;103.0;"Fernandito se pasa,
Fernandito se pasea
Por las orillas del mar
Por las orillas del mar";" 
     Fornandito (Coro de ninas)
     Fornandito - se pa-se a Fornandito - se pa-se a
     Por las o-ri-las del mar Por las o-ri-las del mar
     mar
    ";"Permaneceré
Fernandito - to pause- a Fer-nan-di-to see you.
Se-a Por los o-ras vi-lles dal mar. POr last-o ril-as dell.

Dicto: Angeleslana Alvarez 33 anos-de-Jomosierro La aprendio en Jamosierra";;
16;;;;Me casó mi madre Me casó mi madre Chiquita.y bomnita ¡Ay, ay, ay! Chiquita.y bonita.;96.0;"¡Ay!, quien tra-di-ta de Ma-yo- !Ay!, que. Salida de Abril.
La da-ma que tie-ne-a-morosa y buen cumplil
Los debe saber cumplir
Los debe saber cumplir
¡Ay!, quien tra-di-ta de Ma-yo";" 
     Ay, quentra-di-ta de ma-yo - Ay, que-sa 
     li-da de la-bril - La do-ma que tie-ne-a mo-re-ss 
     ten. 
     Los de-be sa-ver cum-pil-ir - Los de-be sa- 
     ver cum-pil-ir 
     Ay, quentra-di-ta de ma-yo 
     ";"Arrebatado
El Moño

200 =
3 8.
2.1-0-
# # #
4 - -
10 -

li-da-de-bril-

ten.

Los-dé-be-sa-bér-cum-pliz,

ber-eu-m-p-l-r—

Ay,-queen-trá-di-t-a dé-Mo-y-o—t-i-ne-n—a mo-res?

Dico-Nicolas-Bermejo-Martín.-5Hanos.—de-farganta-delos.Mtes.Lagrendio-enfargantadelMontes,";;
17;M02-026;https://musicatradicional.eu/sites/default/files/images/mision_m02/26_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-026.xml;En Madrid hay una niña que Catalina se llama que con el renque renque que con la traca traca que con el limbo verde que con el zapatito blanco la media colorada Su madre le mandohacer una rueda de cuchillos y navajas Que;250.0;En Madrid hay una ni-ña que la toli-na se llama que con el rengue rengue que con la tra-ca tra-ca que con el lim-bo ver-de que con el za-pa-ti-to blanco La me-dia co-lo-ra-da. Su ma-drio la man-do hacer u-na rue-da de cu-chillos y na-va-jas Que Dicto Angeleto.;"text
    En Madrid hay una niña...
    Y ella le contestó
    Que no le daba la gana
   ... (inconcluso)
    ";"
En Madrid hay un manzano
que tiene una gran virtud:
cada vez más y mejor,
y siempre da fruto.

Y ella le dice a su hija: ""Hija mía"",
""Siempre has sido buena"".
";;
18;M02-270;https://musicatradicional.eu/sites/default/files/images/mision_m02/270_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-270.xml;"A la quees ma dre del Verbo, Cantar la una sal ve quie ro; A la quees del Verbo madree guiero cantar le una salve";123.0;"A la gue-ssi-ma-dre del Ver-bo can-tar-lau-na-sal-ve

quei-ro-j.A la guess del Ver-bo ma-dre, que-res al - ve u - na sal - ve.";"A la que ma—dré ole—ver—bo, Con—tar—la—una
    Sal—ve guie—ro; A la que ma—dré guie—ro, Con—tar—le u—na sal—ve.
    Cada dos versos los ecu—a un coro distincto de canto.
    No. 270. (El mismo texto del nº 187)";"
A una, a dos,
a tres y cuatro.
Un rato más
y ya es tarde.

Y en el silencio del amanecer se despiertó...
un canto que no era ni sueño ni realidad...

Cada día nos separamos un poco mas... 
";;
19;M02-273;https://musicatradicional.eu/sites/default/files/images/mision_m02/273_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-273.xml;¡Oh, qué mañana de pascua!, Ohqué mañana de Flores!, Oh,qué mañana de Pascua Ha.amanecido, senores!;115.0;"¡Oh! qué mañana de Pascual, ¡Oh!

¡qué mañana de flores!

¡Oh! qué mañana de Pascua

Hamaneciéndose -- flores!";" 
     Oh! que ma-ña-ña de Pas-cua!
     Oh! que ma-ña-ña de flo-re!
     Oh! que ma-ña-ña de Pas-cua!
     Flo-re!
    ";"Gargantua delos Montes = 30 Agosto dc19th =
La Pasqua (de Resurreccion)
Jerede inim Sodla Canny
Oh, que m'ama-nana do Past-cual. OhFigue mo-ma-na-do

flo-red.Ohflouc'mo-boa-no na da Pos-cau Ha.mma ne-cl-o-dol se-

no-reel,
Dict: Nicolasa Bermejo Martin -54 anos; defarquada dos Mtes Paafrendio enfangandades Monles.";;
20;M02-275;https://musicatradicional.eu/sites/default/files/images/mision_m02/275_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-275.xml;Soltera.irás a la.iglesia,Pisando ramos de.olivo, y ya volverás casadaAl lado de tu marido.;110.0;"Sol-te-ra i-ras a la i-gle-sia, pi-san-do ra-mos de o-li-vo,
Y ya vol-ve-ras ca-sa-da a-l la-do de tu ma-ri-do.

La cantan los mozos.";" 
     Sol-te-ra-ra-s o la-ig-le-sia, Pi-san-do
     Ya-mos de-o li-vo, Ya vol-veras ca-sa-da
     Al la-do de tu ma-ri-do.
    ";"
Al
la- do -de tu ma-
ri-do.
";;
21;M02-276;https://musicatradicional.eu/sites/default/files/images/mision_m02/276_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-276.xml;Grandes gue rras se levan ta por la tierra y.por el mar Y.al conde de.Arco señores que le tratan des tarra;115.0;Por en-cí-ma de la no-via se a-sa-oma una pa-lo- mi-ta;"
Por en-cima de la novia sea so-ma-nana pa-lo.
mi-ta
    ";;;
22;M02-277;https://musicatradicional.eu/sites/default/files/images/mision_m02/277_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-277.xml;Grandes gue rras se levan ta por la tierra y.por el mar Y.al conde de.Arco señores que le tratan des tarra;115.0;"Grandes guerras se levantan por la tierra y por el mar
Y al conde del rico señor dicen que le tratan de enterrar";" 
     fran-des que-vas se le-van-tan por la ti-er-ra y por el mar ya con- de de-rro se-no-res Que le tra-tan che-te mar
    ";"La Condesita (Romance) - Garganta del Monte = 31 de Agosto de 1944
80:1 #
#2 #3 F E D C B A 
F    |  .    .
E      e, gis r. fes le van tan Por el tie-rray por mar yal conde-de-A-co se-no-res-Zue-le tra-tan-des-te terrar

Dicto:Nicolas Bermejo Martinez-Santos-del-fargarante-dela-Lagartren-cienfarga-nada-MilesMonte-s.";;
23;;;;¡Ay, qué.entradita de mayo !¡Ay, qué salida de.abril! La dama quetiene.amores,Los debe saber cumplirLos debe saber cumplir ! ¡Ay, qué.entradita de mayo!;180.0;"Me caso mi madre
Me caso mi madre
Chiquitay bonita
¡Ay, ay, ay!
Chiquitay bonita";" 
     me ca-so mi ma-dré me ca-so mi ma-dré Chi-qui-tay bo- 
     ni-ta, ni-ta, ni-ta Ay, ay, ay! Chi-qui-tay bo-ni-ta
     ";"
ni-ta; Ay ay!
Chi-gu-itay boni ta
me ca-so mi ma-dre Me-ca so-mi me na dre Chi-qui tay bo-
";;
25;M02-285;https://musicatradicional.eu/sites/default/files/images/mision_m02/285_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-285.xml;El conde marinaceli El conde marinaceli Tienuena hija bastarda Digo bastarda Digo bastarda;111.0;"El conde Marina
Ticneu na hija bastarda
Diego bastarda";" 
     con-de Ma-rin-acel
     Tiene na-ta-bas-tar-da Di-go bas-tar-da
    ";"Garganta delos Montes = 34de Agosto de I9H4 =
        ElcondezMarinocelis (Corrodelminas)";;
26;M02-287;https://musicatradicional.eu/sites/default/files/images/mision_m02/287_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-287.xml;Ande mi ruedecita yande mi rueda. Dichosita del al ma gue por ti pena Sal, da mahermosa,al bal con con tu pulido marinero gueaunquentiene pesetiene carita de cielo;186.0;"A las de mi rue de ça yan de mi rue da.
Di chos si to del al ma quer ti pe na
sal da ma her mo sa gal ba con,
con tu pul ma ri ne ros.
";"No 287. 
     Rosita del Alma mia, 
     Tam bien de mi corazon, 
     Los ojos de esta morena 
     Que resalados que son!";"Cho-si-ta dal al ma Que por ti pre- na Sal da-maher mo-
    
        3
     soal bal kon Con tu pu-li-do mar-ne-ro Lueacunguo-nie.";;
27;M02-028;https://musicatradicional.eu/sites/default/files/images/mision_m02/28_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-028.xml;Estandoen la mia choza Pintando la mi  gayada,  Vi venir una  lobita Derechaa donde yo  estaba;111.0;Es-tan-doenla mi – a cho-za Pin-tan-do la mi – ga – ya-da, Vi ve-nir u – na – –lo – bi-ta De – re-chaan-de yo–es-ta-bo;" 
     Es-tan-don la mi-a cho-za Pin-tan-don la
     mi-ga-ya-da, vi-ve-nir a na-lo bi-ta De-
     re-chaconde yo es-tan-ba
    ";"
mi- g - ya-o-da-, Vi-vi-ne-nir -- na-. lo-bita De-
re-chao-a no-yo-es to-ra-bo --
";;
28;M02-291;https://musicatradicional.eu/sites/default/files/images/mision_m02/291_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-291.xml;El arado cantare De piezas lo.iré for man do, y de la Pasión de Cris to miste rios i réexplican do;108.0;"El arado canta llorando,
De piezas lo hizo el amor,
Y de la Pasión de Cristo
Misterios inexplican dos.";"
    El a—ra—do can ta—re—,
    De pi—cas lo—res for.
    man—do y de la pa—sion de Cris—
    to y mis—te.
    rios i—rreci—pi—can— do.
    Cami—nede Cuare—na
    y Senora La—te.
    ";"
El día
que te vi,
me dije:
""Este es el hombre"".
Y me amaste.
";;
29;M02-292;https://musicatradicional.eu/sites/default/files/images/mision_m02/292_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-292.xml;San Sebastián bendito tiene que darnos reino de los cielos si le ganamos;83.0;"San Se-bas-tián bendito Tie-ne que dar-
nos El rei-no de los cie-los Si le ga-na-mos-";" 
     San Se-bastian ben-oli-to Tie-ne que oler- 
     nos El rei-no de los ciel-lo Si le ga-mos- 
    ";"
El rei-emo
de los cielos,
Si le-ga-
na-mo-s.
";;
30;M02-293;https://musicatradicional.eu/sites/default/files/images/mision_m02/293_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-293.xml;El arado cantare De piezas lo.iré for man do, y de la Pasión de Cris to miste rios i réexplican do;108.0;"El a-ra-do can-ta-re-jo.
De pie-zas lo ir-re-for-
man-do, y de la pasión de Cris-to Mis-te-rios i-ne-xpli-
can-do.";"
    El a-ra-do can-ta-re, De pie-za-loi-re for
   mando, y de la pa-sion de Cris-to Mis-te-rios i-rexpli-
    can do,
    ";"ar-dela-Canaria
mando, - Y del pa-sionc do Cris-to Mis-te rios i re-expli-
can-do.
(El mismo texlo del n73)
Dicto:Simon Hernan Vedia-G6anos-de-Cancencla.-Ya aprendio en Canencia,";;
31;M02-294;https://musicatradicional.eu/sites/default/files/images/mision_m02/294_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-294.xml;"Seguidillas boleras  van por tu calle;  como van tan ligeras, no hay quien las hable.";96.0;"Se - gui - di - ll'as  bo - le - ras
Van por tu ca - lle - j
Co - mo van los   li - ge - ros / hay quienes las há - ble-";" 
     Se-qui-di-las bo-le-nas
     Van por tu
     ca-lej.
     Co-mo van tan le-gras y quick las
     ha-ble
    ";"Se-gui-y di-las bo le-ras
Van por tu ten.
Co-mo van toma li-se-ra-si-lo-hay qui-en has.

Dicta:Jimmon Herman Vedia-60-anos-de-Cancioncilla-La-aprendio en Canencia.";;
32;M02-295;https://musicatradicional.eu/sites/default/files/images/mision_m02/295_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-295.xml;Esta no che es Nochebuena  y mañana Navidad  Y está la  Virgen de parto  y a las doce parirá  y a las doce  parirá  Ande ande ande  La Marimorena  Ande ande ande que es la Nochebuena.;213.0;"Está noche es Nochebuena
Y mañana Navidad
Y esta la Virgen de parto
Ya las doce parirá

Ya las doce parirá 
Ande ande la Marianena
Ande ande

Anda que es la Noche buena";" 
     Yes ta la no-chen-buena
     Na-vi-dad — Yes ta la — Vi-gen de parts — ya las
     Ya las do-ce pa-ra-ra — Ya las do-ce pa-ra-ra — Am-de an-de
     La Ma-ni-mo-re na — Am-de an-de
     An-de gues ta No-che-buena
    ";"Es-ta no-ches No-che-bue-na
Y ma-n-a na-mi-das

Na-vie dad - Yes ta-la Vir-gen-o-de par to Yolas do-ce pa-ra-rin a-lar re ra-do An ode an-de-an-de La Ma ri mo-rena Ande amode on-de Zues lo Na che blue n Diecto Simons Herman Vedicia 60 anos of Canencia. Lo Ayerrendio en Camencla.";;
33;M02-296;https://musicatradicional.eu/sites/default/files/images/mision_m02/296_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-296.xml;San Sebastián bendito tiene que darnos el reino de los cielos si le ganamos;85.0;"San Se-bas-tián-ben-di-to tie-ne que-dar-nos el
rei-no de los cie-los si le ga-na-mos";"text
    San Se-bastian-ben-di-to Tie-no que-dar-nos El
    rei-no de los cie-los Si le ga-na-mos
    ";"El mismo texto como el número 292)
Dicho: ferandofarcia Domingo-66anos; -de Canaria. Aprendizaje en Cáceres.";;
34;M02-297;https://musicatradicional.eu/sites/default/files/images/mision_m02/297_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-297.xml;Van por tu calle.  Seguidillas boleras.  Van por tu calle,  como van tan ligeras No hay quien las hable.;116.0;"Ván por tu calle
Vanpor tu 

mo vantan li ge ra si o. . . . Nohayquienlas habla";"
    Van por la calle
    Seguillas
    le-ras
    Van por la calle
    mo van tan lige
    ras/hoayquinas ha-ble
    Cantal metría que dichada
    ";"
    Can
";;
35;M02-299;https://musicatradicional.eu/sites/default/files/images/mision_m02/299_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-299.xml;Mañana por la mañana,  caminito de la iglesia,  con el rosa rio en la mano  a cumplir la penitencia.;116.0;"Mañana por la mañana,
Caminito de la iglesia,
Con el rosario en la mano,
A cumplir la penitencia.";" 
     Ma-ma-na por la ma-na-na, Ca-mi-ni-to de la- 
     le-si-a, Con el ro-sa-voen lo ma-no. A complete la pe-ni- 
     ten-cia.
    ";"
Cantada
la noche vispera a lo ventanados novios.
";;
36;M02-002;https://musicatradicional.eu/sites/default/files/images/mision_m02/2_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-002.xml;Aquí me voy a sentar Por dar vado_a mi dolor por ver si puedo_explicar las doce_horas del reló;104.0;"Aquí están las letras debajo de las notas musicales en la imagen:

""Aquí me voy a sentar - Por dar va-do a mi do -
lor Por ver si pue-do ex-pli-car Las do-ce ho-ras del re - lo - - """;" 
     Por qui me voy a sentar Por donde va do mi do-
     Por where si puedeople car- Las do-ceho ras de ze-
    ";"G. Somosierro = 88de Julio del '94Hh= 
     Las doceres (Ponla do Emamorados) Legenda version";;
37;M02-300;https://musicatradicional.eu/sites/default/files/images/mision_m02/300_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-300.xml;Camina la Virgen pura, camina  para Belén  Y a la mitad del camino  pi de el niño que beber.  Ya sale la vieja con el chocolate.  Quítaselo pronto antes que lo  cate.;191.0;"
Ca-mi-na la Vir-gen
ra Be-lén
Ya la mi-tad del ca-mi-no
pi-de el niño que be-ber
Canta todo cléron anse,
se entona este estribillo:
Ya sa-le la
vie-ja con el cho-co-la-te.
Qui-ta-se-lo pronto An-tes
quilo-ca-te.";"text
    ca-mi-na la vir-gen pu-ra, ca-mi-na pa-ra
    ra Be-len ya la mi-tad del ca-mino Pi-de
    ni-no que be-ber Cantalo todo el romance
    se enlaza estribillo.
    ya sa-le la vie-ja con el cho-co la-te. Lui-ta-se-lo pronto An-te
    que lo- ca-te.
    Dieto farracho farracho Domingo 66 años de Camenca la aprendio en Camenca";"Cancioncilla
Petición del corazón,
de mi querido amigo.
104=1

#2 4. 
Ca-mi-na-la Vir-gen-pu-ra, ca- min-a -na pa-

ra Be len 

mi no que be ber.

Y a lam i-tad el co-co-mino Pi-deel Cantaclo-to-do etromance se entona este estribillo: Ya sa-le-lar,

Vieja Con-cen-chó cu lo-te Gu-i ta-se-lo pronto An tes qui te -

que to cante Dieto Fer-rado Far-cia Do ming-o G6 anos de Can en ci-a La-gri mo Cane r-ci-ca Y II = S16 =";;
38;M02-302;https://musicatradicional.eu/sites/default/files/images/mision_m02/302_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-302.xml;Los sacramentos de amor,  niña, te voy a cantar.  Si los quieres aprender  ya los puedes escuchar.;111.0;Los sacra-men-tos de a-mor         Ni-ña, te voy a can-tar … Si los quie-res a-pren-der  Ya los pue-des es-cuchar;" 
     Ya los que deses cu chan
    ";"
Los sa-cra-men - tos de amor
y o-y a can-tor -
Y os qui-ces res-o-pra der -

Ya los pier-ne des es cu char

No su-pier-on el tex-to)
Dicho: Fer-ar-do Far-ci-a Do-mingos-Gi-banos-de-Cana-vie-ca.Lag-nin-dio-en Can-gen-clia.
";;
39;M02-311;https://musicatradicional.eu/sites/default/files/images/mision_m02/311_result.jpg;https://musicatradicional.eu/system/files/musicxml/mision_m02/m02-311.xml;Para bien entrado mayo Para bien haya salido Pa ra‿echar un lindo mayo Señores licenciaos pido;110.0;Pa-ra bien en-tra-do — yo — Pa-ra bien ha-ya sa-li — do, — Pa-ra e-ehar un lin-do mayor, — Se-ño-res li-cen-cia os pi-do.;" 
     Pa-ra-bien en-tra-do ma-yo - Pa-ra-bien pa-yasa.
     Li-do - Pa-ra-echar un lin-do ma-yo - Je-mo-res.
     Li-cen-cias pi-do
    ";"El mayo
de El Mayo,
el mayor.
359

Publicada.

No. 3 (sin más textos).

Dicho: Dolores Fonzalez Serna-40 años-de Rascafria(Madrid)agrendio en Molar";;
